county_fips,lat,lon,weight
19149,42.7,-95.9,0.03650984539927753
19149,42.6,-96.5,0.02131644978497085
19149,42.6,-96.4,0.0358251863406992
19149,42.6,-96.3,0.03599248591245427
19149,42.6,-96.2,0.03601706219166585
19149,42.6,-96.1,0.036161870805901504
19149,42.6,-96.0,0.0362519292459626
19149,42.6,-95.9,0.032796849097274136
19117,41.2,-93.6,0.0006843421204760132
19117,41.2,-93.5,0.009026751363407323
19117,41.2,-93.4,0.008771466480156606
19117,41.2,-93.3,0.008847292601235545
19117,41.2,-93.2,0.008964659802868263
19117,41.2,-93.1,0.004578789400832158
19117,41.1,-93.6,0.005899891373001599
19117,41.1,-93.5,0.08290211319928666
19117,41.1,-93.4,0.08290211319928277
19117,41.1,-93.3,0.0829021131992803
19117,41.1,-93.2,0.08290211319928255
19117,41.1,-93.1,0.04260072555025933
19117,41.0,-93.6,0.005639412412932851
19117,41.0,-93.5,0.08302628198196005
19117,41.0,-93.4,0.08302628198196187
19117,41.0,-93.3,0.08302628198196091
19117,41.0,-93.2,0.08302628198196385
19117,41.0,-93.1,0.04291371285049581
19117,40.9,-93.6,0.002849409784122294
19117,40.9,-93.5,0.043342762872182916
19117,40.9,-93.4,0.043457742178114434
19117,40.9,-93.3,0.04322650396341336
19117,40.9,-93.2,0.0431016930397531
19117,40.9,-93.1,0.022381263481769508
19025,42.6,-94.9,0.004047967019967828
19025,42.6,-94.8,0.0059663109727349705
19025,42.6,-94.7,0.005756413051398776
19025,42.6,-94.6,0.00589503884940584
19025,42.6,-94.5,0.005558464526973023
19025,42.6,-94.4,0.00037977887880475536
19025,42.5,-94.9,0.031173069924864336
19025,42.5,-94.8,0.06161178999842283
19025,42.5,-94.7,0.06161178999842437
19025,42.5,-94.6,0.06161178999842013
19025,42.5,-94.5,0.06161178999842027
19025,42.5,-94.4,0.01082557721666796
19025,42.4,-94.9,0.004388042086815338
19025,42.4,-94.8,0.061708791121817486
19025,42.4,-94.7,0.061708791121818526
19025,42.4,-94.6,0.06170879112181984
19025,42.4,-94.5,0.061708791121817645
19025,42.4,-94.4,0.03252111674574792
19025,42.3,-94.9,0.004977727714832484
19025,42.3,-94.8,0.06180560018618649
19025,42.3,-94.7,0.061805600186186624
19025,42.3,-94.6,0.06180560018618606
19025,42.3,-94.5,0.061805600186186985
19025,42.3,-94.4,0.032439691111836366
19025,42.2,-94.9,0.0020874791284038025
19025,42.2,-94.8,0.024969296161937715
19025,42.2,-94.7,0.025057564886817416
19025,42.2,-94.6,0.025076085416965058
19025,42.2,-94.5,0.025169372166557208
19025,42.2,-94.4,0.013206278913561931
19111,40.8,-91.7,0.029352255858072322
19111,40.8,-91.6,0.042858638144006235
19111,40.8,-91.5,0.04253771796968869
19111,40.8,-91.4,0.03723628074947837
19111,40.8,-91.3,0.01290116167885105
19111,40.8,-91.2,4.986971684140492e-06
19111,40.7,-91.7,0.04603509541388788
19111,40.7,-91.6,0.06725624222968743
19111,40.7,-91.5,0.06725624222969373
19111,40.7,-91.4,0.06725624222968317
19111,40.7,-91.3,0.06725624222969012
19111,40.7,-91.2,0.05006892401549159
19111,40.7,-91.1,0.008248619050815052
19111,40.6,-91.7,0.037148121496166614
19111,40.6,-91.6,0.06735554586778343
19111,40.6,-91.5,0.06735554586779562
19111,40.6,-91.4,0.055825035267842715
19111,40.6,-91.3,0.016291358329337088
19111,40.6,-91.2,0.006293392841864695
19111,40.5,-91.7,5.9301985954726344e-05
19111,40.5,-91.6,0.03359834004592571
19111,40.5,-91.5,0.06594080233246756
19111,40.5,-91.4,0.04949228200849148
19111,40.4,-91.5,0.02935263163013184
19111,40.4,-91.4,0.03301899355550871
18117,38.7,-86.7,0.011094744050776392
18117,38.7,-86.6,0.0339091726170551
18117,38.7,-86.5,0.034697448698560056
18117,38.7,-86.4,0.03449873720060268
18117,38.7,-86.3,0.0146327660865366
18117,38.6,-86.7,0.029844305120152678
18117,38.6,-86.6,0.0914707467485226
18117,38.6,-86.5,0.0914707467485216
18117,38.6,-86.4,0.09147074674851789
18117,38.6,-86.3,0.038455109865543166
18117,38.5,-86.7,0.029479648973787992
18117,38.5,-86.6,0.0915959597146289
18117,38.5,-86.5,0.09159595971462695
18117,38.5,-86.4,0.09159595971463588
18117,38.5,-86.3,0.038186243251581896
18117,38.4,-86.7,0.016006661883054073
18117,38.4,-86.6,0.04986073847171268
18117,38.4,-86.5,0.049164936895592204
18117,38.4,-86.4,0.049886723612087375
18117,38.4,-86.3,0.021082643883503286
19163,41.8,-90.9,0.007926268402968019
19163,41.8,-90.8,0.014027700761418493
19163,41.8,-90.7,0.0029483752351936697
19163,41.8,-90.6,0.009779927332887583
19163,41.8,-90.5,0.01385147218890263
19163,41.8,-90.4,0.0016296708435844843
19163,41.7,-90.9,0.03739041192718411
19163,41.7,-90.8,0.07617196607680789
19163,41.7,-90.7,0.07182204676027182
19163,41.7,-90.6,0.07623494507721046
19163,41.7,-90.5,0.07623494507720824
19163,41.7,-90.4,0.0666243014533063
19163,41.7,-90.3,0.01644486483961163
19163,41.6,-90.9,0.020115361249010533
19163,41.6,-90.8,0.0528711805278192
19163,41.6,-90.7,0.07635159939982004
19163,41.6,-90.6,0.07635159939981784
19163,41.6,-90.5,0.0763515993998199
19163,41.6,-90.4,0.06304665975768628
19163,41.6,-90.3,0.004045901214348807
19163,41.5,-90.8,0.02678781287227652
19163,41.5,-90.7,0.07197719649737139
19163,41.5,-90.6,0.038359265740537773
19163,41.5,-90.5,0.02140533200755208
19163,41.5,-90.4,0.0012263467763090116
19163,41.4,-90.8,1.0339097192133272e-05
19163,41.4,-90.7,1.2910083883191715e-05
19131,43.5,-93.0,0.027297103880947977
19131,43.5,-92.9,0.03681680083723555
19131,43.5,-92.8,0.03692374036218898
19131,43.5,-92.7,0.03701177122198376
19131,43.5,-92.6,0.03585175336829163
19131,43.4,-93.0,0.054897700305549885
19131,43.4,-92.9,0.07399471431453956
19131,43.4,-92.8,0.0739947143145433
19131,43.4,-92.7,0.07399471431454158
19131,43.4,-92.6,0.07106824072600132
19131,43.3,-93.0,0.05492722821900833
19131,43.3,-92.9,0.07411499351815275
19131,43.3,-92.8,0.07411499351815029
19131,43.3,-92.7,0.07411499351815336
19131,43.3,-92.6,0.07089144280499239
19131,43.2,-93.0,0.020525312771625344
19131,43.2,-92.9,0.027665426604634908
19131,43.2,-92.8,0.027633994100648963
19131,43.2,-92.7,0.02773595240283589
19131,43.2,-92.6,0.026424408895974173
